name,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
PRES_AFP_FIGHTING_FOR_RE-ELECTION,"Let me tell you how I'll create 12 million jobs when President Obama couldn't. First, My energy Independence policy means more than 3 million new jobs. Many of them in manufacturing. By tax reform plan to lower rates for the middle class and for small business, create 7 million more. And expanding trade cracking down on China and improving job training, takes us to over 12 million new jobs. I'm Mitt Romney and I approve this message.",center,0,center,0,0,0,0,0
PRES_AEA_STAND_WITH_COAL,"What would a Romney presidency be like? Day one, president Romney immediately approved the Keystone Pipeline, creating thousands of jobs that Obama blocked. President Romney then produces tax cuts and reforms the reward job creators, Not punish them. President Romney issues order to begin replacing Obamacare with common-sense Health Care reform. That's when Romney presidency will be like. I'm Mitt Romney and I approve this message.",0,0,center,0,0,0,0,0
PRES_WINFUTURE_RENEW_PROSPERITY,"Good evening, Newt Gingrich, who came to power after all preaching a higher standard in American politics, a man who brought down another speaker on ethics accusations. Tonight he has on his own record, the Judgment of his peers Democrat and Republican alike by an overwhelming vote. They found him guilty of Ethics violations. They charge him a very large Financial penalty, and they raised, several of them raised serious questions about his future Effectiveness. I'm Mitt Romney and I approve this message.",both,0,both,0,0,0,0,0
PRES_AFP_DOING_FINE,"You know, those ads saying Mitt Romney would ban all abortions and contraception seemed a bit extreme. So I looked into it, turns out Romney doesn't oppose contraception at all. In fact, he thinks abortion should be an option in cases of rape incest or to save a mother's life. This issue is important to me, but I'm more concerned about the debt our children will be left with. I voted for President Obama last time. We just can't afford four more years. I'm Mitt Romney and I approve this message.",center,0,center,0,0,0,0,0
PRES_ROMNEY_MORAL_RESPONSIBILITY,"While Nevada families lost everything in the housing crisis, Newt Gingrich cashed in. Gingrich was paid over 1.6 million dollars by the scandal-ridden agency that helped create the crisis. And I offer advice and my advice is as an historian. an historian? really? sanctioned for ethics violations, Gingrich resigned from Congress and disgrace and then cashed in as a DC insider. If Newt wins, this guy be very happy. I'm Mitt Romney and I approve this message.",0,0,both,0,0,0,0,0
PRES_OBAMA_SLEEPLESS_NIGHTS,"Is Rick Santorum ready to be president? He's never run a business. He's never run a state. A Washington politician who proudly voted for the bridge to nowhere. And for Liberal Judge Sotomayor, Santorum opposed creating e-verify a conservative reform to curb illegal immigration. It is a moral imperative for America to stop spending more money than we take in. It's killing jobs. The experience of balancing budgets is desperately needed in Washington, and I will take it there. I'm Mitt Romney and I approve this message.",center,0,center,0,center,0,0,0
PRES_RESTOREOURFUTURE_OLYMPICS,"I'm Mitt Romney and I approve this message. When a president doesn't tell the truth, how can we trust him to lead? The Obama Outsourcing attacks misleading unfair and untrue. There was no evidence that Mitt Romney ship jobs overseas. Candidate Obama lied about Hillary Clinton. So shame on you Barack Obama. But America expects more from a President. Obama's dishonest is another reason America has lost confidence and Barack Obama.",0,0,both,0,both,0,0,0
PRES_SECUREAMERICANOW_NO_APOLOGIES,"You paid into Medicare for years. Every paycheck. Now when you need it, Obama has cut 716 billion dollars from Medicare. Why? to pay for ObamaCare. So now the money you paid for your guaranteed Health Care is going to a massive new government program, that's not for you. The romney-ryan plan protects Medicare benefits for today's seniors and strengthens the plan for the Next Generation. I'm Mitt Romney and I approve this message.",center,0,center,0,center,0,0,0
PRES_OBAMA_GET_REAL_MITT,"My plan is to help the middle class. Trade has to work for America. That means Crackdown on Cheaters like China. It means open up new markets. Next, got a balance the budget, you got to cut the deficit. You've got to stop spending more money than we take in. And finally, champion small business, have tax policies, regulations and Health Care policies that help small business. We put those in place will add 12 million new jobs in four years. I'm Mitt Romney and I approve this message.",center,0,center,0,both,0,0,0
PRES_ROMNEY_A_BETTER_FUTURE_NC_DEFENSE,"Day one of the Romney presidency, they want a real change. In any economic policy that encourages job creators and reduces the death for children face. And in energy policy, that frees America's oil, gas and coal producers. Above all, from day one, Real change in leadership. Leadership that works with both parts. I'm Mitt Romney and I approve this message.",0,0,center,0,center,0,0,0
PRES_LEADERSFORFAMILIES_ONE_OF_US,"People love me. Donald Trump, look past the boasting and you'll see right through him. He supported partial birth abortions. his phony Trump University accused of fraud. He tried to seize private property to line his own pockets. four bankruptcies and small businesses screwed over. Poll after poll showed him losing to Hillary Clinton. If Trump wins conservative lose. Restaurant USA is responsible for content of This message.",center,0,center,0,center,0,0,0
PRES_ROMNEY_A_BETTER_FUTURE_VA_DEFENSE,"My brother Brian Terry was murdered protecting our border. Brian died because of a bomb in Fast and Furious Scandal. For me, this is personal. This is about protecting America and everyone who fights for it. That's why I support Marco Rubio. From the border to the battlefield, I know Marco Rubio will give people like my brother the support they need. I'm voting for Marco. I hope you will too. I'm Marco Rubio, and I approved this message.",0,0,center,0,center,0,0,0
PRES_RWBFUND_PRIDE,"For me, the issue of abortion in life is not a political issue. It's a human rights issue. I will look for ways to limit the number of abortions in this country. Particularly, those late-term abortions, where children who are viable outside the womb are still being killed. If I have to make a choice, I am going to choose life. It's not because I want to tell anybody what to do with their body or their lives, but because I believe that one of the fundamental rights given to us by our creator is the right to live. I'm Marco Rubio, and I approved this message.",center,0,both,0,both,0,0,0
PRES_ROMNEY_STAND_UP_TO_CHINA,"It's time we got someone in the White House who represents me. Someone Like Marco Rubio. Marco has been here and listen. Right here in New Hampshire. He understands my generation. He'll protect mine. He'll protect our rights. He'll get serious with Iran, China and help create jobs. Right here in New Hampshire, in Manchester, Bradford's, Melford. He gets the new economy. So, marked all, he's got our values and a plan for a New American Century. I'm Marco Rubio, and I approved this message.",center,0,center,0,both,0,both,center
PRES_OBAMA_THE_CHOICE_60,"$27. I think it's best 27 dollars you can spend. The average donation given to Bernie Sanders, $27. Make College tuition free, for better care of our veterans, for women's rights, for health care of all, to make Wall Street corporations pay their fair share, to keep us out of unnecessary war, to ensure a living wage, to get big money out of politics, for the poor, for the marginalized, for the rich, for all of us, give 27$ to transform America. I'm Bernie Sanders and I approve this message.",0,0,0,0,center,0,0,0
PRES_OBAMA_BUSINESS_EXPERIENCE,They all come to look for America. All come to look for America. All come to look for America. I'm Bernie Sanders and I approve this message.,0,0,0,0,center,0,0,0
PRES_OBAMA_WHAT_HE_SAID,"I'm supporting Bernie Sanders for the simple reason that the American people are craving, a change. The American people see their paychecks froze, cost of living go up, the future for their kids is uncertain, opportunity is closing in on him. Bernie's responded to that craving by laying out a program, and being bold. He is a change agent, has been for 33 years. He represents a change in a message that many of us have been longing for a while. I'm Bernie Sanders and I approve this message.",0,0,0,0,center,0,0,0
PRES_CROSSROADSGPS_BUNCH_OF_CASH,"What choice do Californians have in this election? The biggest one of all. You have the power to choose a new direction for the Democratic party. To break the back of a corrupt system of campaign finance that keeps a rigged economy in place, to stand up to Wall Street and make the wealthy pay their fair share, to fight for tuition-free public colleges and universities. California is a long way to Washington when you can send them a message they can't ignore. I'm Bernie Sanders and I approve this message.",0,0,0,0,center,0,0,0
PRES_UNITY2012_OBAMA_CARES_2,"Praised and one of America's best mayors, who governed as a pragmatist. A practical and successful legislator. Bernie Sanders passed more amendments in a republican Congress than any other member. Primary Care access for millions of Americans. Protected Social Security. Cracked the gridlock with John McCain to strengthen Veteran's Health Care. Bernie Sanders, a consistent principled and effective leader, building a future to believe in. I'm Bernie Sanders and I approve this message.",0,0,0,0,center,0,0,0
PRES_KARGER_EXXON,"The top 100 CEOs have more wealth for retirement than the bottom 100 million Americans. How does that happen? Well, they use lobbyists to get special tax breaks. My plan close the tax loopholes and make them pay their fair share. Seniors who worked hard deserve the opportunity to stay independent, pay their bills, and most of all enjoy their grandchildren. It's time to bring back a basic American value, fairness. I'm Bernie Sanders and I approve this message.",0,0,0,0,center,0,0,0
PRES_ROMNEY_A_BETTER_FUTURE_OH_MANUFACTURING,"I was raised by my father. My mother left my family when I was 9 years old. Things really went from bad to worse for me. This isn't just about numbers, this is about real lives. This is a system that isn't working for the everyday person. It's one of the reasons why I decided to endorse Bernie Sanders. Nevadans are looking for people who are willing to think big, to be bold, and to fight for everyday people. And that's exactly what Bernie Sanders is doing. I'm Bernie Sanders and I approve this message.",0,0,0,0,center,0,center,center
PRES_OBAMA_HE'S_GOT_IT_RIGHT,"Liberty and justice for all, a promise that defines America. Bernie Sanders wants to secure that promise, and a criminal justice system that works for all. Because we are a better America when we invest in jobs and education, not jails. When the law respects the rights of all. When we work to end racial profiling of police misconduct. Together we can create an America as great as its promise. Together we can build a future to belive in. I'm Bernie Sanders and I approve this message.",0,0,0,0,center,0,0,0
PRES_AFP_HAS_PRESIDENT_OBAMA_EARNED_YOUR_VOTE_60,"Why did we allow our country, the republican party to lose its conservative values? One man has never stopped fighting for those conservative values, millions have joined him. Where are you? The only true republican, Ron Paul. VoteRon Paul. Santarita Super PAC is responsible for the content of this advertising.",0,0,0,0,center,0,0,0
PRES_OBAMA_TOUGH_LUCK,"South carolina cares about strong family, and the right to life and liberty. Ron Paul has the consistent record of fighting for what south carolina cares about most. Have they fought for you? Candidates like Mitt Romney stand for themselves. Ron Paul stands for you. Stand with the man who stands for South Carolina. Ron Paul. Santarita super PAC is responsible for the content of this advertising.",0,0,0,0,center,0,0,0
PRES_OBAMA_OUR_VOICE,"So I met this guy a couple of years ago. He told me he was different. He bought me a car. He even subsidized my medical insurance. Everything was perfect, until I got my credit card bill. Turns out he was spending all of my money. Now there's a new man in my life, Mitch Daniels. He doesn't need to rely on fancy bread or currency promises. You know what he's all about? Fiscal responsibility. Mitch Daniels did not approve this message, tell him to.",0,0,0,0,center,0,0,0
PRES_AFF_KEVIN,"With so much at stake, we can't afford to take a chance on this election. Ted Cruz is the only candidate who has taken on the Washington cartel time after time and won. He filibustered Obamacare and fought to stop Marco Rubio's gang of 8 amnesty bill dead in its tracks. Ted Cruz went to the Supreme Court and fought for religious liberty and the Ten Commandments beating back the liberal agenda. Ted Cruz, A real-life conservative leader ready on day one. Stand for truth is responsible for the content of this advertising.",0,0,0,0,0,0,both,center
PRES_AFF_WHO_IS_HE,"President Obama's jobs plan is just more government spending and higher taxes on those that create jobs. By threatening more taxes and regulation you get fewer jobs. It's the wrong approach. There is a better way. Texas has created almost 40 percent of all net new jobs in America since June 2009, over a million new jobs since Rick Perry became governor. In Wisconsin, Governor Scott Walker has created a Manufacturing lead jobs recovery. Thirty thousand new jobs were created this year with 15,000 in the struggling manufacturing sector. Strong records of cutting taxes, balancing budgets and reducing spending have worked, while the Obama policies have failed. Governor's Perry and Walker have shown that America can create jobs with the Right leader. Paid for by the state tea party Express, which is responsible for the content of this ad.",0,0,0,0,0,0,center,both
PRES_ALPAC_PHONY_CONSERVATIVES,"I tell you that if you were to elect President Obama, you know what you're going to get. You're going to get a repeat of the last four years. He said that by now we'd have unemployment at 5.4 percent. The unemployment, the number of people who are still looking for work, is still 23 million Americans. He said he would have by now put forward a plan to reform Medicare and Social Security. He hasn't even made a proposal. This is a president who has not been able to do what he said he'd do. He said that he cut in half the deficit, he hasn't done that either. In fact, he doubled it. The middle class is getting crushed under the policies of a president who has not understood what it takes to get the economy working again. There are more people in poverty. One of a six people in poverty. When he took off it was 32 million people on food stamps. Today 47 million people on food stamps. The president wants to do well and I understand, but the policies he's put in place have not led this economy take off and grow like a could have. Super PAC for America is responsible for the content of this message.",0,0,0,0,0,0,both,center
PRES_AMERICALEADS_MARY_PAT_60,"Norma mccorvey, the former Jane Roe of the Roe versus Wade decision, that brought legal child-killing to America. I was persuaded by feminist attorneys to lie, to say that I've been raped, and I needed an abortion. It was all a lie. Since then, over 50 million babies have been murdered. I will take this burden to my grave. Please don't follow my mistakes. Do not vote for Barack Obama. He murders babies. I'm Randall Terry and I approve this message.",0,0,0,0,0,0,center,center
PRES_AMERICALEADS_OBAMA'S_THIRD_TERM,"It takes a builder to rebuild the American dream and Donald Trump has the blueprint. Tax relief for working people, up to 30 percent tax cut. Peace of mind for working families, and average five thousand dollar child care tax reduction, and paid maternity leave. Lower healthcare costs, expanding competition by allowing people to purchase coverage across state lines. This is the blueprint. This is the Builder, Donald Trump. I'm Donald Trump and I approve this message.",0,0,0,0,0,0,both,center
PRES_AMERICALEADS_STAND_UP,They are often the kinds of kids that are called super predators. No conscience. No empathy. Some are new to politics completely and they are living in their parents' basement. That is a mindset that is really affecting their politics. You could put half of trump supporters into what I call the basket of deplorable. I'm Donald Trump and I approve this message.,0,0,0,0,0,0,center,center
PRES_AMERICANLEGACYPAC_LET'S_SAVE_OUR_HEALTHCARE_60,"The most important job and a woman can have is being a mother, and it shouldn't mean taking a pay cut. I'm Ivanka Trump, a mother, a wife and an entrepreneur. Donald Trump understands the needs of a modern workforce. My father will change outdated labor laws so that they support women and American family. He will provide tax credits for childcare, paid maternity leave and dependent care savings account. This will allow women to support their families and further their careers. I'm Donald Trump and I approve this message.",0,0,0,0,0,0,center,center
PRES_BELIEVEAGAIN_TURN_BACK_TO_GOD,"The president heaped praise on the Republican Governor. I've got to give your governor a little bit of credit. John Kasich, along with a lot of state legislators who are here today, they expanded Medicaid under the Affordable Care Act. BFF of Barack Obama, the governor of the Buckeye State, John Kasich. The president cited Medicaid expansion, governor Kasich, as his big success story thus far in Obamacare. Paid for by Trusted Leadership PAC. Not authorized by any candidate or candidate's committee. TrustedLeadershipPAC.com.",0,0,0,0,0,0,center,center
PRES_BUSH_HONOR,"The John Kasich Playbook holding for a last-second shot and blocking out the grassroot, but that's classic John Kasich. Millionaires working side-by-side with George Soros of bankrolling in Super PAC, while Kasich votes against the second amendment, and expanded Obamacare in Ohio, costing taxpayers billions. So given John kasich's liberal record, it's no surprise his campaign isn't rebounding, because John Kasich won't play in Wisconsin. Trusted leadership Pac is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
PRES_BUSH_HONOR_60,"We went on the road to educate people about what's going on the romney-ryan budget cuts services, those at the economic margins of our society. The United States Conference of Bishops studied the budget and they found that this budget does not meet the moral test. It is immoral. This is not who we are as a nation, it's not who we are as people of faith. We got to let our voices be heard, and then we have to hold our elected officials accountable. That's what's at stake. Vote Your Values is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
PRES_BUSH_JOBS,"The crime? Medicare fraud. The victims? American taxpayers. The boss? Mitt Romney. Romney supervised a company guilty of massive Medicare fraud, that's a fact. 25 million dollars in unnecessary blood tests, right under Romney's nose. Romney pocketed a half a million dollars. Cost to taxpayers? 40 million. Get the facts at MittsBloodMoney.com. Winning Our Future is responsible for the content of this ad.",0,0,0,0,0,0,center,center
PRES_BUSH_LEADERSHIP_SKILLS,"After five years of running for president, Mitt Romney has been queued up to be the GOP establishments next guy in line. However, conservatives are fed up with the establishment picking our candidate for us. We want a candidate that holds to America's values and the Constitution, especially with the danger of four more years of President Obama threatening it's very Foundation. We can't wait for Congress to do its job. If they won't act, I will. When the nation at risk, we need a true conservative leader who acts on Principle. As America Rises up and speaks, Romney's plans go out the window. Winning Our future is responsible for the content of this message.",0,0,0,0,0,0,center,center
PRES_BUSH_RECOVERY,"We want to hear from you. Let's go to line two. Joey, who do you think can beat President Obama head-to-head? Well, it ain't nobody named Mitt, that's for sure. Some about him, he's not one of us, he's not Tough Enough. And Rick, yeah, he ain't my guy either. What has he ever done? So who's it going to be then? If you really want to stick it to the bums and DC, it's Newt. The guy's a fighter and he ain't afraid to hurt Nobody's feelings. And he can go toe-to-toe with anybody. So you think Newt will get the job done. You imagine what he'll do to Obama in a debate? He'll take him and all these crazy liberal ideas apart, that got that he does that on pay-per-view. Don't hold back,Joey. Call it like I see it. Call back anytime, forget about it. There you have it from Joey. Newt takes Obama apart on pay-per-view. Help make it happen. Go to timetochoose.com, besttimetochoose.com. Winning Our Future is responsible for the content of this message.",0,0,0,0,0,0,center,center
PRES_CLINTON_DALLAS_MORNING_NEWS,I got shot down over Vietnam and spent 11 months in a p.o.w. Camp. What Donald Trump said about our memories of the military being captured is the disgrace. He's the war hero because he was captured. I like people that weren't captured. When you fly over enemy territory the odds might be against you being able to come home. Donald Trump doesn't understand the weight of sending Americans into harm's way. He's unfit to be President. Women Vote is responsible for the content of this advertising.,0,0,0,0,0,0,center,center
PRES_CLINTON_DNC_WHAT_HE_DOES_60,"Every day I get to play a brilliant, complex, get it done woman, who obsessively fights for justice, who gives a voice to the voiceless, who cares. That's television, but the real world? The real world has Hillary Clinton. A bona fide, rolls up her sleeves, fight for what's right, in it for you, champion for all of us. That's why we're with Hillary. Join us. I'm Hillary Clinton. And I approve this message.",0,0,0,0,0,0,both,center
PRES_CLINTON_MIRRORS,"I hear everyone here talks about the need to take on Washington. The natural next question is who actually has done so. He actually went to Washington DC and did what he told the voters he was going to do. Who actually has stood up not just to Democrats, but to leaders in our own heart. Stick to his guts, doesn't apologize for what he has to say. Why do I support Ted Cruz? It's because I trust Ted Cruz. When I tell you I'm going to do something I'm going to do exactly what I said I would do. Keep the Promise One is responsible for the content of this advertising.",0,0,0,0,0,0,both,both
PRES_CLINTON_PREDATORY_PRICING,"Defeating Islamic Terror, shrinking government, growing the economy. These are the issues that matter most. Instead, we're debating social issues like abortion and gay rights. There are distractions and will only help elect Hillary. After eight years of Obama style socialism, we need to shrink government, not let big government tell us how to live our lives. Logon, learn more.",0,0,0,0,0,0,center,both
PRES_CLINTON_RESPECTED,"Do you think when you're president you'll be paid as much as if you were a man, male? This is one of the jobs where they have to pay you the same, but there are so many examples where that doesn't happen. I'm going to do everything I can to make sure every woman in every job gets paid the same as the men who are doing that job. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,center,center
PRES_CLINTON_THE_WORLD_APRIL_TWENTY_SIX,"The Pope's recent call to people of faith underscores the obligation we have to future generations to address climate change and protect our environment. But one group is desperate to attack Pope Francis and protect their pollution profits, the Koch brothers. Now Republican Presidential hopefuls are attacking the environment, attacking climate change and even attacking the pope to impress their big-money benefactors. They've made their choice. Who do you stand with? The Pope or the Kochs? Visit popeorkochs.com.",0,0,0,0,0,0,center,center
PRES_CLINTON_THIS_CITY_MEANS_SOMETHING_60,"I'm Hillary Clinton and I approve this message. He's a race-baiting xenophobic, religious bigot. Donald Trump is a phony, a fraud. He's not a serious adult. I can't vote for Donald Trump given the things that he said. Trump should not be supportive. I believe he's disqualified himself to be present. I just cannot support Donald Trump.",0,0,0,0,0,0,center,both
PRES_CLINTON_UNSTEADY_WORLD,"New Day for America is responsible for the content of this advertising. Who do you like in this election? not sure yet. Whoever get something done. We've gone from eight billion in the hole to 22 billion in the black, we've cut taxes and we're growing from a loss of 350,000 jobs to a gain of three hundred and forty seven thousand jobs. What do you think? Kasich. Kasich. Kasich. That's a funny name. We brought that jobs both from China, as well as Mexico and I don't believe in other candidate can say that.",0,0,0,0,0,0,center,center
PRES_CONSERVATIVESOLUTIONS_CLEAR_VOICES,"With so much at stake, we can't afford to take a chance on this election. Ted Cruz is the only candidate who has taken on the Washington cartel time after time and won. He filibustered Obamacare and fought relentlessly against wasteful government spending. Ted Cruz went to the Supreme Court and fought for religious liberty and the Ten Commandments, beating back the liberal agenda. Ted Cruz, a real-life conservative leader, ready on day one. Trusted leadership Pac is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
PRES_CONSERVATIVESOLUTIONSPAC_MARCO,"Okay, you know the deal. Factory turns out the lights, shifts the jobs overseas. Bet you didn't know these companies though. They change their address to Ireland, Panama, Bermuda. Nice. Then bam, big tax break. CEO gets a bonus, and workers and Uncle Sam gets squat. Hillary says, you walk out on America, you pay an exit tax, and if you got tax dollars or attacks deals, you got to get them back. She's with us. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,center,center
PRES_CONSERVATIVESOLUTIONSPAC_SERIOUS,"The American moment is here. Two choices, two Americas decided by you. Hillary Clinton will keep us on the road to stagnation, fewer jobs, rising crime, America diminished at home and abroad. Donald Trump will bring the change we're waiting for. America better, stronger, more prosperous, for everyone, a plan for tommorow, future. The choice is yours. I'm Donald Trump and I approve this message.",0,0,0,0,0,0,center,center
PRES_CONSERVATIVESOLUTIONSPAC_TAX_PLAN,"It is possible to be famous and yet not really well known. That describes the father who raised me. My father not only has the strength and ability necessary to be our next president, but also the kindness and the greatness of heart to enable him to be the leader that this country needs. My father wants all Americans to succeed. No one has more faith in the American people than my father. He will fight for you all the time, every time. I'm Donald Trump and I approve this message.",0,0,0,0,0,0,center,center
PRES_CRUZ_ACTIONS,"When some candidates suck up to Trump or run away from him in fear, Jeb Bush isn't afraid. That is downright wrong. He stands up to Trump for his liberal Democratic position, calls out Trump for insulting women, attacking the disabled, even trashing a decorated war hero. I like people that weren't captured. John McCain is an American hero. Jeb Bush, the better man, the real conservative of commander in chief. Right To Rise USA is responsible for the content of this message.",0,0,0,0,0,0,center,center
PRES_CRUZ_BLESSING,"You know he's great at the one liners, but he's a chaos candidate and he'd be a chaos President. Two months ago, Donald Trump said that Isis was not our fight. Let Syria and Isis fight. Why are we, why do we care? let Isis and Syria fight. He said that Hillary Clinton would be a great negotiator with Iran. ""Hilary's always surrounded herself with very good people, I think Hillary would do a good job."" and he gets his foreign policy experience from the shows. ""Who do you talk to for a military life right now?"" ""Well, I watch the shows. I mean, I really see a lot of great, you know, when you watch your show and all of the other shows."" I don't know if that's Saturday morning or Sunday morning. Donald, you're not going to be able to insult your way to the presidency. That's not going to happen. If I'm president, I'll be a commander in chief, not an agitator in Chief, or a divider in Chief, but I will lead this country in a way that will create greater security and greater safety. Right To Rise USA is responsible for the content of this message.",0,0,0,0,0,0,both,center
PRES_CRUZ_MIKE_LEE,"I'm Hilary Clinton and I approve this message. In times of Crisis, America depends on steady leadership. ""Knock the crap out of it would you, seriously."" Clear thinking. ""I know more about Isis then the generals do, believe me."" And calm judjment. ""And you can tell them to go fuck themselves."" Because all it takes is one wrong move. ""I would bomb the shit out of them."" Just one.",0,0,0,0,0,0,center,center
PRES_CRUZ_SCORPION,"The leadership means you got to be all in. It's not about yappin, not about talking, it's about doing. I know how to do this because I was privileged to serve in Florida for eight years, and we turned the systems upside down that weren't working. 1.3 million new jobs were created. We cut taxes every year. Income Rose in people's pockets. People were lifted out of poverty. Children started to learn. As president of United States I pledge to you that I will solve problems. Right to Rise USA is responsible for the content of this message.",0,0,0,0,0,0,both,center
PRES_CRUZ_WASHINGTON_DEALS_60,"The time has come to make a choice about which candidate can actually make a difference for you. In a world is complex as this we need a president as experienced as Hillary in the situation room, at the negotiating table, and always on your side. Fighting for children and families. With a real plan to get incomes rising, reduce drug prices, win equal pay for women and protect social security and Medicare for seniors. She'll build on Obamacare, not start over. Break through the gridlock, not add to it. Defend planned parenthood, not attack it. Stand up to the gun lobby, not protect it. Lead on foreign policy, not ignore it. We need a president with the experience and determination to get the job done. I'm running to make a difference, a real difference for you and your families across our country. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,both,both
PRES_CRUZ_WORRIED,"They say a picture is worth a thousand words. So what does this one say about a Donald Trump presidency? Trump's sons, their trophy hunters of elephants and rear species. Don junior is floated to be interior secretary. Trump's agricultural advisor support confining pigs like this. Allowing cruel puppy mills, even making horse slaughter legal. It's a frightening picture. A trump presidency would be a threat to animals everywhere. Humane Society Legislative Fund is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
PRES_DRAFTBIDEN_NEVER_QUIT_90,"China, India, some of the world's worst polluters. As Secretary of State, Hillary Clinton forced them to the table, making real change by laying the groundwork for the historic Global agreement to combat climate change. As president, Hillary will invest in clean energy jobs, on fracking, to protect families health and safety, and stand with communities that want to ban fracking and their right to say no. Because our future depends on getting this right. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,center,both
PRES_FUTURE45_CONSEQUENCES,"I spent many years as a nuclear missile launch officer. If the President gave the order, we had to launch the missiles, that would be it. I prayed that call would never come. Selfcontrol may be all that keeps these missiles fire. I would bomb the out of him. I want to be unpredictable. I love war. The thought of Donald Trump with nuclear weapons scares me to death. Scare everyone. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,center,center
PRES_FUTURE45_RECORD_60,"Women not allowed to drive, gays must be punished by death, female rape victims sent to prison for engaging in extramarital relations. Just some of the human rights abuses the clintons ignored while their Foundation raised millions of dollars from some of the most extreme form government. How can we trust the clintons to fight for us when they sold out millions of women already? Future 45 is responsible for content of this advertising.",0,0,0,0,0,0,center,center
PRES_GILMORE_TRUST,"One candidate is doing more town halls in Iowa than anyone on. ""I ask you to believe in America."" Bobby Jindal. ""We are the last hope, we are the light of freedom in a darker and darker World. Let us fight to take our country back."" ""Bobby Jindal is going to become a hawk guy if he sticks around here much longer."" ""Governor general is real. He answers the questions instead of dancing around."" ""I think Bobby is very intelligent."" ""Born again Christian."" ""That Bob, my guy."" ""I'm supporting Bobby Jindal."" Believe Again is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
PRES_LESSIG_WHO_OWNS_BUSH_15,"I'm Ted Cruz and I approve this message. Eminent domain, fancy term for politicians seizing private property to enrich the fat cats who bank roll them, like Trump. I think eminent domain is wonderful. It made him rich, like when Trump colluded with Atlantic City insiders to bulldoze the home of an elderly Widow for a limousine parking lot at his Casino. It doesn't have no heart that man. Trump won't change the system, he was wrong with it.",0,0,0,0,0,0,center,center
PRES_LOCALVOICES_MEET_ENID_60,"How does a nation that's lost find its way back? Start in a place called Paint Creek, Texas, in a farmhouse with no indoor plumbing. A boy named Rick Perry learn lessons of strength, resilience, and faith. As governor, he helped create more than 2 million new jobs, and fought to secure the Border while others did nothing. We can find our strength again if we look in the right place. Paid for by Opportunity and Freedom Back.",0,0,0,0,0,0,center,center
PRES_NEWDAYFORAMERICA_FIRST,"Ted Cruz calculates his positions for political gain. In the last year alone, Cruz switched on immigration, Syrian refugees, ethanall, trade, you name it, Even on National Security. Cruz first praised, the tradepr Edward Snowden. Now he's changed his tune. What's changed for Ted? He wants your vote. Ted Cruz, consistently calculated. Conservative Solutions PAC is responsible for the content of this advertising.",0,0,0,0,0,0,both,center
PRES_NEWDAYFORAMERICA_HIPPO_CRIT,"Can't stomach Trump or Cruz? Look at three governors. Chris Christie expanded Obamacare, state debt exploded, and the Bridgegate Scandal trial starts in weeks. John Kasich also expanded Obamacare and had the worst rating on spending of any governor, Republican or Democrat. Jeb Bush, a proven conservative you can trust, and the most conservative governor of a large state since Ronald Reagan. Jeb, Right To Rise USA is responsible for the content of this Message.",0,0,0,0,0,0,center,both
PRES_NEWDAYFORAMERICA_IMPATIENT_RASCAL,"I'm a committed conservative that believes in getting results. We made Florida number one in job creation. 1.3 million new jobs, four point four percent growth, higher family income, 8 balanced budgets, and tax cuts eight years in a row, that saved our people and businesses 19 billion dollars. And if I'm elected president, I'll show Congress how that's done. Right to Rise USA is responsible for the content of this message.",0,0,0,0,0,0,center,both
PRES_NEWDAYINDEPENDENTMEDIA_SUGGEST,"I went to an Ivy League school. I'm very highly educated. I know words had the best words to see your motherfucker. He gets the nomination, they're going to sue his ass. She said he's a pussy. I don't give a damn. We'll beat those shit about them. They're ripping their shit out of the sea. Bullshit. What the hell are we doing? You're not getting rid of that shitty price. And the best words. And you can tell them go fuck yourselves. America Future Fund Political Action is responsible for the conent of this advertisement.",0,0,0,0,0,0,both,both
PRES_NEWDAYINDEPENDENTMEDIA_US,"She said their names. Trayvon Martin, shot to death. Dontre Hamilton, unarmed. Sandra Bland. ""There is nothing wrong."" and makes their mothers fight for justice, her own. She speaks for a city poisoned by indifference. ""We need action now."" and stands with the president against those who would undo his achievements. Just like she's always stood with us. Hillary Clinton. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,center,center
PRES_OURPRINCIPLES_ON_HEALTHCARE,"This is the closest in our lifetimes we have ever been to Ronald Reagan. Cruz believes that it's the people who make the country work, the truck drivers and the steel workers and the mechanic who seen their wages not grow while the cost of living goes up. As president, I will repeal Obamacare a pullback to regulators, and we will pass a simple flat tax and abolish the IRS. We're going to see wages going up, we're going to see opportunity. To stop Trump, Ted Cruz. I'm Ted Cruz and I approve this message.",0,0,0,0,0,0,center,center
